Id,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_.mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_.mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_.mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_.µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.
85,45.52,364,21.58,29.84,2.94,0.120000000000001,0,0.119999999999999,298,1.62,29,375,158,415,0.66,0.564,0.093,3.8,0,0.072,0.676,1.148,0.19,0.06,2,0,2,1.99999999999999,15.4,0.22,1464,407,401,0,77,0,0,0,0.26,0.5,22,2.5,20.639,6.808,0.709,79
86,50.87,275,14.07,22.93,10.37,1.77,0,0.0700000000000003,113,3.4,7,414,111,3487,2.87,0.121,0.0650000000000001,56.9,0,0.14,0.427,0.0270000000000001,3.167,0.402,112,0,112,112,705,1.61,1043,313,313,38,0,33,0,712,2.28,3.1,126,0.699999999999999,7.159,9.07,3.733,912
87,47.36,248,11.47,12.22,5.27,23.67,0,23.67,610,0.4,41,583,455,685,1.92,0.11,0.028,19.2,0.0999999999999996,0.026,0.444,0.317,0.083,0.051,11,0,11,11,13.7,0.81,1457,437,437,0,0,0,0,0,0.11,0,0,1,3.711,6.243,1.738,0
88,66.86,197,10.33,14.92,2.41,5.48,0.1,0.19,311,0.35,19,229,142,493,1.26,0.019,0.04,6.6,0.6,0.044,0.243,0.204,0.233,0.045,10,2,8,11,5.1,0.35,310,82,80,0,26,0,0,0,0.0900000000000001,1,41,0.9,8.034,4.735,1.397,38
89,38.06,373,21.44,29.98,5.89,4.63,0,4.63,680,0.47,28,444,87,1131,2.94,0.00800000000000001,0.037,14.5,0,0.02,0.209,0.032,0.252,0.047,1,0,1,0.999999999999993,15.4,1.38,220,64,64,0,4,0,0,0,0.26,0.5,22,2.5,19.033,8.528,0.901,105
90,42.16,356,22.6,28.26,4.11,2.87,0,2.87,661,0.51,26,443,86,705,3.02,0.026,0.036,14.5,0,0.021,0.223,0.181,0.231,0.053,8,0,8,8,15.4,1,190,55,55,0,4,0,0,0,0.24,0.5,21,2.4,17.939,8.038,0.85,105
91,39.13,374,21.56,29.68,4.06,5.56,0,5.56,651,0.47,23,442,52,617,3.5,0.024,0.071,14.5,0,0.018,0.225,0.15,0.279,0.055,2,0,2,1.99999999999999,15.4,1.03,193,56,56,0,4,0,0,0,0.26,0.5,22,2.5,18.843,8.443,0.892,105
92,63.1,173,24.35,7,3.64,1.91,0,0.52,415,0.42,16,484,66,873,1.82,0.021,0.00600000000000001,14.5,0,0.012,0.221,0.0510000000000002,0.183,0.045,11,0,11,11,15.4,0.49,207,60,60,0,4,0,0,0,0.0600000000000001,0.1,5,0.6,4.342,2.082,0.222,21
93,38.98,398,24.35,32.62,2.13,1.91,0,0.49,703,0.72,27,484,112,21,3.09,0.036,0.011,14.5,0,0.021,0.375,0.0859999999999999,0.311,0.076,18,0,18,18,15.4,0.83,996,264,257,0,84,0,0,0,0.28,0.6,24,2.7,20.768,9.189,0.972,100
94,75.81,147,12.33,9.95,0.91,1.01,0,0.25,62,1.74,9,193,135,128,1.32,0.053,0.032,37.2,0,0.067,0.523,0.103,1.57,0.188,87,0,87,87,268.3,1,570,171,171,0,0,9,0,471,0.72,2.6,105,0.300000000000001,3.382,3.905,1.892,372
95,88.17,48,10.2,0,0.6,1.04,0,0.25,8,0.04,11,13,169,169,0.0699999999999998,0.032,0.00700000000000001,9.2,0,0.023,0.423,0.093,0.147,0.005,10,0,10,10,2.5,0.03,0,0,0,0,0,0,0,20,0,0,0,0,4.44089209850063e-16,0,0,0
96,5.8,382,81.1,0,5.3,7.8,0,5.4,62,0.15,88,111,1125,1280,0.1,0.114,0.00700000000000001,125.1,0,0.005,2.53,0.865,0.775,0.036,18,0,18,18,8.4,0.18,0,0,0,0,0,0,0,0,0,0,0,0,4.44089209850063e-16,0,0,0
97,89.92,42,3.37,0.970000000000001,0.75,4.99,0,5.2,125,0.0299999999999998,11,95,150,44,0.42,0.01,0.003,3.3,0,0.02,0.185,0.093,0.361,0.037,5,0,5,5,17.7,0.47,47,14,13,0,2,0,0,0,0.01,0,1,0.0999999999999996,0.633,0.277,0.0350000000000001,5
98,71,181,7,14.1,0.9,7,0,0.300000000000001,141,0.0600000000000001,11,85,211,70,0.27,0.01,0.0291,4.1,0.9,0.04,0.24,0.0699999999999998,0.3998,0.02,11,0,11,11,19.2,0.3,436,119,117,0,27,0,0,0,0.4,0.3,10,0.699999999999999,8.7,4.1,0.5,35
99,80.6,74,3.1,0,0.7,15.6,0,0.390000000000001,125,0,10,95,129,141,0.5,0.016,0.03235,5.3,0,0.04,0.15,0.0699999999999998,0.38155,0.02,11,0,11,11,19.2,0.3,255,73,72,0,9,0,0,0,0,0,0,0,4.44089209850063e-16,0,0,9
100,8.6,370,40,5,6.4,40,0,1.5,800,5,40,700,600,1150,3,0.02,0.0263,43.3,0,0.05,0.05,0.2,0.4438,0.1,25,0,25,25,15.4,1.1,151,40,39,0,13,0,0,0,0.0400000000000003,0,0,0.4,3.11,1.446,0.186,20
101,71.87,105,15.69,1,3.77,7.66,0,5.48,351,0.19,22,523,278,702,1.5,0.036,0.017,4.9,0,0.04,0.265,0.23,0.84,0.05,35,0,35,35,65.2,0.95,53,11,10,0,11,0,0,0,0.02,0,0,0.199999999999999,0.644,0.25,0.0569999999999999,12
102,71.57,112,3.53,0,1.37,23.53,1.2,14.97,88,0.42,40,166,339,135,1.13,0.209,0.0813499999999999,7,0,0.047,0.215,0.223,0.4376,0.047,12,0,12,12,15.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4.44089209850063e-16,0,0,1
103,51.5,276,12,21,5.8,9.2,0.3,6.7,359,0.19,24.65,806,240,1638,1.64,0.0326,0.0397000000000001,16.495,0.4,0.05775,0.24,0.3772,0.60335,0.10705,18.7,1.35,17.35,19.65,21.7,1.179,649,198,192.75,0.650000000000002,65.4,0.699999999999999,0,3.05000000000001,0.458,0.695,28.15,3.9,13.1,6.3348,1.1818,75
104,58,148,22.7,1,6.1,11.7,0.2,6.7,712,0.0499999999999998,35.95,923,236,1298,2.5,0.0754,0.11415,20.96,0.199999999999999,0.05525,0.28,0.9464,0.47715,0.09915,13.75,0.899999999999999,12.85,14.4,29.26,1.7175,2166,156.9,152.25,0.0500000000000007,57.75,0.749999999999998,0,9.79999999999998,0.561,1.53,61.45,3.29,0.7,4.5751,1.3838,16
105,51.3,222,19.6,10.6,6.6,11.8,0,8.5,574,0.14,27.15,1024,345,1586,2.49,0.04615,0.0261,17.63,0.0999999999999996,0.02635,0.65,0.12655,0.45735,0.07485,12.8,0,12.8,12.8,23.16,1.201,982,187.5,181.95,0.650000000000002,67.55,0.649999999999999,0,2.84999999999999,0.4025,0.53,21.4,3.44,7.1,5.60385,1.0997,42
106,77.7,91,4.7,1.3,1.2,15.1,0,7.2,141,0.0499999999999998,15.5,116,219,72,0.6615,0.0466,0.0353,3.345,1.2,0.0596,0.20965,0.38585,0.47215,0.0681,7.8,0,7.8,7.8,15.435,0.431,679,80.55,80.2,0,4.04999999999998,0,0,0.350000000000023,0.726,1.045,41.7,0.33,0.8,0.477,0.0889500000000001,9
107,86,59,2.6,1.4,1,9,0,5,96,0,16,151,206,100,0.81,0.016,0.002,2.9,0.699999999999999,0.056,0.237,0.124,0.459,0.062,3.99999999999999,0,4,4,15,0.52,43,12,12,0,3,0,0,0,0.0400000000000003,0,0,0.199999999999999,0.841,0.384,0.052,5
108,74.1,105,4.86,1.41,1.03,18.6,0,2.9,152,0.0699999999999998,16,133,194,58,0.82,0.08,0.0650000000000001,3.1,0.699999999999999,0.041,0.18,0.105,0.544,0.045,10,0,10,10,15.2,0.52,443,131,131,0,4,0,0,0,0.0600000000000001,0,1,1.2,0.909,0.387,0.04,6
109,50.06,251,0.69,13.5,0.55,35.07,1.1,33.04,6,0.59,19,28,96,67,0.25,0.142,0.142,0.699999999999999,0,0.004,0.024,0.0910000000000002,0.01,0.004,1,0,1,0.999999999999993,0.5,0,0,0,0,0,0,0,0,1,1.58,0,0,3.3,2.635,4.002,6.269,0
110,1.52,482,0.68,21.47,0.79,75.42,1.2,58.01,5,0.63,17,28,90,123,0.23,0.135,0.14,1.3,0,0.004,0.027,0.0840000000000001,0.00900000000000001,0.004,1,0,1,0.999999999999993,0.5,0,0,0,0,0,0,0,0,1,0.41,0,0,9.1,19.446,0.618,0.229,0
111,50.6,274,24.7,17.6,3.6,3.5,0,0.55,756,0.52,28,496,138,615,3.23,0.026,0.01,14.5,0,0.019,0.321,0.156,0.476,0.073,10,0,10,10,12.9,1.46,532,141,137,0,45,0,0,0,0.15,0.3,13,1.5,11.3,4.89,0.51,55
112,48.2,282,24.69,19.4,4.3,3.41,0,0.56,1146,0.13,35,583,93,776,4.3,0.021,0.02605,15.5,0,0.03,0.3,0.0600000000000001,0.3692,0.084,20,0,20,20,13.5,1.66,586,155,151,0,50,0,0,0,0.17,0.4,14,1.6,11.58,5.02,0.75,62
113,51.8,240,17.6,14.1,5.9,10.6,0,8.02,529,0.2,33,829,330,1201,2.36,0.03,0.0201,12.4,0,0.07,0.48,0.18,0.4051,0.08,18,0,18,18,36.2,1.11,945,250,243,0,80,0,0,0,0.27,5.3,212,2.6,8.85,4.13,0.41,53
114,75.3,99,3.98,1.15,0.93,18.64,0,18.64,138,0.0600000000000001,13,109,177,53,0.67,0.079,0.0639999999999999,2.8,0.6,0.034,0.162,0.0859999999999999,0.446,0.037,8.99999999999999,0,9,9,15.2,0.43,40,11,11,0,2,0,0,0,0.02,1.3,52,0.0999999999999996,0.742,0.316,0.0329999999999999,5
115,74.48,102,4.37,1.08,1.02,19.05,0,19.05,152,0.0699999999999998,15,119,195,58,0.74,0.08,0.0650000000000001,3.1,0.699999999999999,0.037,0.178,0.0950000000000002,0.489,0.04,8.99999999999999,0,9,9,14,0.47,36,10,10,0,2,0,0,0,0.02,1.3,52,0.0999999999999996,0.697,0.297,0.0310000000000001,4
116,75.4,95,4.4,0.199999999999999,1,19,0,19,152,0.0699999999999998,15,119,194,58,0.74,0.011,0.035,6,0.699999999999999,0.04,0.18,0.1,0.4024,0.04,8.99999999999999,0,9,9,16.4,0.47,12,2,2,0,4,0,0,8,0.0600000000000001,1.3,52,1.1,0.119,0.0499999999999998,0.016,2
117,74.1,105,4.86,1.41,1.03,18.6,0,2.9,152,0.0699999999999998,16,133,194,58,0.82,0.08,0.0650000000000001,3.1,0.699999999999999,0.041,0.18,0.105,0.544,0.045,10,0,10,10,15.2,0.52,443,131,131,0,4,0,0,0,0.0600000000000001,1.3,52,1.2,0.909,0.387,0.04,6
118,79,85,4.93,1.25,1.02,13.8,0,13.8,171,0.0699999999999998,16,135,219,66,0.83,0.013,0.004,4.9,0.800000000000001,0.042,0.201,0.107,0.552,0.045,11,0,11,11,15.2,0.53,43,12,12,0,2,0,0,0,0.02,1.2,47,0.0999999999999996,0.806,0.343,0.036,5
119,87.43,43,3.86,0.18,1,7.5,0,7.5,143,0.12,13,109,177,59,0.67,0.079,0.01705,3.1,1.1,0.034,0.162,0.0859999999999999,0.36755,0.037,8,0,8,8,15.2,0.43,6,2,2,0,0,0,0,0,0,1.2,47,0,0.116,0.0490000000000004,0.00499999999999989,2
120,71.57,112,3.53,0,1.37,23.53,1.2,14.97,88,0.42,40,166,339,135,1.13,0.209,0.05175,7,0,0.047,0.215,0.223,0.3752,0.047,12,0,12,12,15.2,0.5,0,0,0,0,0,0,0,0,0,1.2,47,0,4.44089209850063e-16,0,0,1
121,28.71,315,6.84,7.35,1.74,55.35,0,49.74,251,0.17,22,193,350,129,0.79,0.004,0.002,2.7,2.6,0.016,0.405,0.21,0.835,0.016,11,0,11,11,89.1,0.31,267,74,73,0,14,0,0,0,0.2,0.2,6,1.3,4.534,2.143,0.375,29
122,87,48,10,0,1.3,2,0,2,73,1.98,15,72,213,199,0.98,0.022,0.00600000000000001,41.3,0.5,0.12,0.386,0.14,1.66,0.133,16,0,16,16,2.5,0.34,225,11,0,0,135,0,0,0,1.59,1.6,66,0.199999999999999,4.44089209850063e-16,0,0,0
123,42.17,325,24.51,24.35,6.93,2.04,0,0.55,661,0.18,27,475,116,1808,3.28,0.027,0.018,22.4,0,0.038,0.23,0.0830000000000002,0.398,0.091,12.55,0,12.55,12.55,18.4,1.7,800,226,223,0,33,2,0,4,0.49,1.8,73,1.5,13.718,6.418,1.244,78
124,51.42,299,18.09,23.82,3.68,2.98,0,2.32,566,0.2,24,385,129,751,2.58,0.033,0.014,19.3,0,0.042,0.173,0.0270000000000001,0.358,0.076,7,0,7,7,12.5,1.68,806,224,221,0,41,2,0,3,0.37,2.7,110,1,12.94,5.966,1.106,69
125,48.7,310,20.38,24.31,4.07,2.53,0,1.76,690,0.18,29,467,126,704,3.06,0.025,0.021,13.8,0,0.048,0.23,0.0350000000000001,0.397,0.086,13.05,0,13.05,13.05,15.4,1.75,555,157,155,0,23,2,0,3,0.47,0.7,27,1.6,13.661,6.459,1.149,70
126,87.91,62,3.21,3.31,0.68,4.88,0,4.88,115,0.0299999999999998,10,85,135,105,0.38,0.025,0.004,3.7,0,0.047,0.172,0.0899999999999999,0.38,0.036,5,0,5,5,14.6,0.46,165,47,46,0,7,0,0,0,0.0700000000000001,1.3,52,0.300000000000001,1.899,0.827,0.198,11
127,73.5,104,4.4,0.800000000000001,1.6,19.7,2,12.61,159,0.04,40,129,339,81,0.49,0.203,0.05805,2.8,0.699999999999999,0.04,0.18,0.2,0.4353,0.04,12,0,12,12,3.1,0.49,17,2,1,0,8,0,0,0,0.0800000000000001,0,0,0.300000000000001,0.488,0.205,0.0299999999999998,4
128,59.8,222,4.1,13,0.9,22.2,0.7,21.16,131,0.21,12,116,177,61,0.52,0.03,0.005,3,0.800000000000001,0.049,0.182,0.0950000000000002,0.506,0.048,8.99999999999999,0,9,9,26,0.5,589,162,159,5,30,5,0,151,0.61,0.7,29,0.9,7.46,3.49,0.46,91
129,48.9,237,4.29,8.57,1.1,37.14,0,18.57,86,0.26,29,72,115,129,0.6,0.254,0.381,3.1,0,0.111,0.146,1.566,0.209,0.028,34,27,6,53,8,0.05,286,86,86,0,0,0,0,6,0.4,0,0,1.3,2.317,2.661,2.272,21
130,48.7,240,3.7,7.4,0.55,39.6,1.2,21.3,73,1.1,16,54,68,162,0.32,0.106,0.225,3.1,0,0.03,0.03,0.237,0.115,0.028,5,0,5,5,8,0.01,122,37,37,0,0,0,0,6,0.4,0,0,1.3,1.663,4.15,0.847,6
131,37.43,354,5.21,21.88,1.11,34.38,1,25,63,0,29,108,222,94,0.86,0.128,0.194,2.6,0,0.108,0.252,0.829,0.438,0.046,24,16,8,35,23.8,0.36,104,32,31,0,11,0,0,4,0.18,0.1,3,1.1,11.458,7.34,1.657,21
132,52.63,186,4.29,3.04,0.39,39.64,0,17.86,30,0.0899999999999999,10,26,41,146,0.21,0.09,0.17035,1.1,0,0.039,0.052,0.555,0.18655,0.01,12,10,2,19,2.8,0.02,321,96,96,0,0,0,0,2,0.14,0,0,0.5,0.821,0.942,0.805,7
133,61.43,147,4.41,1.47,0.69,33.09,6.6,22.06,184,0.53,20,83,316,92,0.43,0.103,0.158,2.2,0.9,0.023,0.129,0.126,0.2853,0.023,3.99999999999999,0,4,4,19.6,0.14,424,71,60,0,135,0,0,1,0.2,0.1,5,0.6,0.81,0.462,0.052,7
134,42.48,358,23.54,28.51,3.72,1.75,0,1.23,659,0.59,25,438,85,338,3.01,0.025,0.022,15,0,0.023,0.318,0.114,0.249,0.061,13,0,13,13,15.7,1.23,659,174,170,0,56,0,0,0,0.25,0.5,21,2.5,17.027,7.871,0.864,95
135,45.07,307,16.09,23.06,6.94,8.85,0,6.24,1375,0.95,34,768,295,1279,2.21,0.027,0.0610000000000001,16.2,0,0.04,0.425,0.17,0.463,0.124,18,0,18,18,35.8,1.52,1261,270,248,1,248,23,0,60,0.84,6.5,259,3.1,12.931,5.655,0.99,78
136,67.83,138,10.97,10.07,10.3,0.829999999999998,0,0.0700000000000003,55,1.71,9,186,128,3663,1.3,0.064,0.033,30.4,0,0.06,0.443,0.0769999999999995,1.26,0.226,69,0,69,69,297,1.21,497,149,149,0,0,9,0,417,0.8,1.5,61,0.300000000000001,3.178,4,1.627,387
137,5.48,357,84.08,0.32,5.61,4.51,0,0,101,0.18,82,104,884,1299,0.13,0.128,0,192,0,0,3.71,0.773,0.67,0.032,0,0,0,0,10.7,0.2,0,0,0,0,0,0,0,20,0,0,0,0,0.118,0.125,0.0449999999999999,0
138,44.29,309,27.35,20.41,3.89,4.06,0,0.26,761,0.12,27,520,63,628,4.44,0.043,0.031,35.8,0,0.021,0.397,0.145,0.389,0.084,20,0,20,20,15.4,1.41,522,145,142,0,28,1,0,4,0.48,0.3,13,1.5,12.602,5.304,0.893,76
139,35.48,358,2.11,25.26,0.41,37.12,1.1,21.05,63,0,11,57,71,84,0.32,0.031,0.1973,4,0,0.043,0.069,0.548,0.303,0.106,3,0,3,2.99999999999999,45,0.0900000000000001,105,35,35,0,5,0,0,0,2.25,0.1,3,22.3,17.895,1.173,2.208,16
140,57,157,32.14,0,3.64,7.14,0,0,893,0,16,484,66,1000,1.82,0.021,0.0234,14.5,0,0.012,0.221,0.0510000000000002,0.4048,0.045,11,0,11,11,15.4,0.49,207,60,60,0,4,0,0,0,0.0600000000000001,0.1,5,0.6,4.44089209850063e-16,0,0,18
141,63.6,127,28.4,0,4.5,3.4,0,1.33,961,0.17,36,605,111,1000,3.9,0.027,0.0237000000000001,12.7,0,0.02,0.36,0.0899999999999999,0.41545,0.08,6,0,6,6,15.4,1.68,152,40,39,0,13,0,0,0,0.0700000000000001,0.1,4,0.5,4.44089209850063e-16,0,0,18
142,82.03,71,9.07,0.220000000000001,0.59,8.09,0.3,7.61,106,0.0499999999999998,11,126,130,36,0.49,0.019,0.00800000000000001,10.6,0.389999999999999,0.028,0.233,0.217,0.39,0.053,8.09999999999999,0,8.1,8.09999999999999,18.52,0.7,164.9,48.05,47.65,0,4.09999999999999,0,0,3.65000000000001,0.036,0.56,22.4,0.17,0.178,0.0599999999999996,0.0110000000000001,9.3
143,78.63,84,8.03,0.220000000000001,0.59,12.53,0.4,11.63,94,0.0600000000000001,11,114,145,33,0.45,0.017,0.029,8.9,0.199999999999999,0.033,0.217,0.220000000000001,0.385,0.051,20,0,20,7.8,15.74,0.59,169.95,49.35,48.95,0,4.25000000000003,0,0,1.70000000000002,0.0354999999999999,1,40,0.215,0.11,0.024,0.00800000000000001,7.15
144,79.62,80,8.03,0.119999999999999,0.6,11.62,0.7,10.86,99,0.12,10,112,124,33,0.44,0.019,0.033,9.5,0.300000000000001,0.031,0.28,0.213,0.335,0.05,8.3,0,8.3,8.3,15.94,0.45,170.05,49.45,49.1,0,4.09999999999999,0,0,1.70000000000002,0.0330000000000001,0.725,28.75,0.199999999999999,0.103,0.024,0.00999999999999979,7.05
145,76.81,103,8.17,2.57,0.56,11.89,1,11.23,88,0.0699999999999998,10,109,129,33,0.41,0.019,0.036,9.6,0.699999999999999,0.037,0.235,0.205,0.394,0.049,8.99999999999999,0,9,9,14,0.5,111,31,30,0,7,0,0,7,0.02,0,0,0,1.599,0.65,0.113,12
146,80.26,78,8.64,0.18,0.55,10.37,0.5,9.54,99,0.04,10,119,123,34,0.46,0.018,0.00800000000000001,9.7,0,0.042,0.24,0.201,0.386,0.05,11,0,11,11,15.2,0.64,0,0,0,0,0,0,0,0,0.02,0.9,35,0.0999999999999996,0.133,0.0389999999999997,0.0089999999999999,3
147,90.07,41,3.79,0.93,0.72,4.48,0,4.61,130,0.04,12,105,164,40,0.46,0.00900000000000001,0.005,3.6,0.199999999999999,0.03,0.135,0.15,0.385,0.058,13,0,13,13,15.2,0.29,569,171,171,0,0,0,0,0,0.02,1,41,0.0999999999999996,0.658,0.31,0.0529999999999999,5
148,84.82,62,3.39,0.9,0.68,10.2,0,9.21,119,0.04,11,96,154,37,0.44,0.00900000000000001,0.005,3.6,1.5,0.03,0.21,0.105,0.38,0.06,22,0,22,22,15.2,0.31,599,178,178,0,3,0,0,0,0.0600000000000001,1.1,44,1.2,0.533,0.262,0.0409999999999999,5
149,74.04,107,6.67,2,1.55,15.74,0,6.67,267,0.19,24,203,303,100,0.77,0.016,0.00600000000000001,2.3,16,0.047,0.316,0.194,0.638,0.05,8,0,8,8,16.6,0.16,192,56,56,0,4,0,0,0,0.18,4,160,0.199999999999999,1.204,0.628,0.0680000000000001,0
150,82.34,67,3.39,0,0.81,13.46,0,9.32,127,0.27,13,101,182,110,0.41,0.075,0.0619999999999999,1.9,1,0.045,0.166,0.164,0.302,0.024,2,0,2,1.99999999999999,15.6,0.32,227,64,63,0,11,0,0,0,0.0400000000000003,1.1,42,0.199999999999999,4.44089209850063e-16,0,0,2
151,81.3,97,9,5,0.72,3.98,0,4,100,0,11,135,141,35,0.52,0.017,0.00900000000000001,9.7,0,0.023,0.278,0.208,0.331,0.063,5,0,5,5,15.1,0.75,15,2,1,0,7,0,0,0,0.01,0,0,0,2.395,2.136,0.469,13
152,76.81,106,7.33,3,0.56,12.29,0,12,100,0,10,109,113,37,0.41,0.019,0.036,9.6,0,0.046,0.235,0.205,0.394,0.049,5,0,5,5,14.3,0.5,162,46,45,0,7,0,0,7,0.0700000000000001,0,0,0.300000000000001,1.599,1.265,0.219,10
153,79,78,2.94,0,1.02,17.04,0,5.88,118,0,16,88,141,47,0.83,0.013,0.004,4.9,0,0.042,0.2,0.107,0.552,0.045,11,0,11,11,15.6,0.53,204,61,61,0,0,0,0,0,0.01,0.9,35,0,4.44089209850063e-16,0,0,3
154,78.76,95,8.64,2.5,0.55,9.54,0,9.54,100,0.04,10,119,123,40,0.46,0.018,0.00800000000000001,9.7,0,0.038,0.24,0.201,0.386,0.05,8.99999999999999,0,9,9,33.4,0.64,371,110,110,0,3,0,0,0,0.02,0.9,35,0.199999999999999,1.465,0.846,0.203,5
155,68.08,139,8,2.5,0.42,21,0,21,200,0,7,62,108,45,0.19,0.00600000000000001,0.04845,1.3,0,0.028,0.125,0.0489999999999999,0.44115,0.028,3,0,3,2.99999999999999,16,0.05,122,34,34,0,6,0,0,0,0.0600000000000001,0,2,0.199999999999999,1.509,0.685,0.069,45
156,55.14,303,5.62,25.84,1.52,11.89,1.1,10.8,90,1.21,37,146,304,56,0.81,0.164,0.1094,3.1,0,0.051,0.23,1.228,0.39245,0.281,14,0,14,14,38,0.49,281,61,56,0,56,0,0,0,0.54,0.2,9,1.7,15.904,6.208,1.879,56
157,61.77,165,1.54,3.08,0.87,32.75,0,18.46,62,0,12,84,174,46,0.66,0.02,0.00700000000000001,1.8,13.8,0.045,0.206,0.113,0.402,0.038,6,0,6,6,20.4,0.36,324,93,92,0,10,2,0,2,0.0900000000000001,0.1,2,0.300000000000001,1.813,0.819,0.137,8
158,87.83,72,3.33,5,0.51,3.33,0,3.33,133,0,10,95,132,50,0.39,0.00900000000000001,0.0175,3.2,0,0.03,0.194,0.109,0.33535,0.05,3,0,3,2.99999999999999,18.7,0.19,170,47,46,0,11,0,0,0,0.12,0,1,0.6,3.276,1.526,0.257,17
159,87.09,54,3.43,1.04,0.76,7.68,0,7.29,122,0.16,13,98,168,66,0.46,0.018,0.021,1.9,0,0.035,0.225,0.122,0.467,0.05,5,0,5,5,17,0.2,319,96,96,0,2,0,0,0,0,1.5,60,0.0999999999999996,0.616,0.29,0.0539999999999998,5
160,8.46,263,6.09,8.69,4.65,72.12,21.6,10.3525,661,7.06,135,113,1044,77,1.01,0.553,2.943,2.7,39.2,0.101,0.063,2.86,0.8163,0.21,36,0,36,36,25.28,0,540,27,0,3.8,23.4,1.25,1,228.5,0.9925,0,0,13.425,2.55,0.66,2.36,0
161,9.54,337,17.6,15.9,6.95,50.02,14.6,10.5075,646,36.96,170,440,1441,16,5.3,0.91,2.3,5,21,0.34,0.29,3.06,0.797,0.65,10,0,10,10,38.11,0,311,16,0,0.600000000000001,19.3,1.3,1,92.6,4.015,0,0,14.77,0.586,9.78,3.15,0
162,10.35,233,22.98,4.07,14.85,47.75,37.7,1.71,2240,89.8,711,274,2630,76,7.1,2.1,9.8,3,0.800000000000001,0.08,1.2,4.9,0.838,1.34,310,0,310,310,54.9,0,744,37,0,113,378,24,393,1150,10.7,0,0,1714.5,2.157,1.238,0.498,0
163,5.44,313,7.61,8.36,3.62,74.97,26.3,14.9675,834,43,120,113,529,23,3.7,0.416,8.167,2.8,46.5,0.00900000000000001,0.421,2.005,0.7953,1.74,180,0,180,180,31.21,0,6185,309,0,1.8,69.2,1.7,1,180.65,4.6855,0,0,43.925,2.28,1.64,2.29,0
164,9.87,333,19.77,14.59,5.87,49.9,38,0.64,689,16.23,258,568,1351,17,5.5,0.91,1.3,12.1,21,0.383,0.379,3.606,0.8945,0.36,10,0,10,10,24.7,0,363,18,0,8,206,16,20,454,2.5,0,0,0,0.62,7.125,3.272,0
165,6.04,392,18.07,25.27,9.27,41.35,11.8,0.67,1767,44.9,440,547,1400,160,6.93,1.37,7.567,12.1,17.1,0.34,0.29,3.06,1.0789,0.89,10,0,10,10,24.7,0,52,3,0,0,31,0,0,0,1.07,0,0,0,2.19,15.93,3.72,0
166,10.75,282,13.46,14.28,11.81,49.7,34.8,7.19,330,17.3,149,300,1950,2867,4.3,1,1.7,20.4,0.699999999999999,0.25,0.94,11.6,0.888,2.094,28,0,28,28,66.5,0,29650,1483,0,2090,15000,3490,21,310,38.14,0,0,105.7,2.462,3.211,8.006,0
167,10.58,247,3.99,1.24,3.6,80.59,53.1,2.17,1002,8.32,60,64,431,10,1.83,0.339,17.466,3.1,3.8,0.022,0.041,1.332,0.358,0.158,6,0,6,6,11,0,295,15,0,1,112,129,15,222,2.32,0,0,31.2,0.345,0.246,0.0680000000000001,0
168,7.3,253,19.96,4.36,12.56,55.82,13.6,21.5055,1784,48.78,451,543,3308,208,3.3,0.49,3.95,18.925,50,0.418,0.284,2.807,1.82125,1.71,184.55,14.05,170.45,194.35,98.915,0,5850,293,0,7.5,158.75,1.75,2314.75,360.9,5.3655,0,0,196.55,0.234,1.502,3.42595,0
169,8.81,345,15.8,14.87,8.22,52.29,39.8,8.721,1196,18.54,385,487,1694,88,3.7,1.067,6.533,19.305,21,0.408,0.353,6.05,1.08925,0.47,175.2,0.600000000000001,174.55,175.6,52.45,0,135,7,0,2.5,137.3,8.25,1.75,289.25,3.3595,0,0,116.56,0.48,9.91,1.69,0
170,8.84,323,23,6.41,3.4,58.35,24.6,7.855,176,33.53,191,296,770,67,2.5,1.11,1.228,6.3,3,0.322,0.366,1.64,0.9336,0.6,57,0,57,57,32.84,0,60,3,0,3.55,22.7,1.25,1,198.55,1.068,0,0,11.35,1.46,1.0837,1.6401,0
171,6.45,331,16.55,0.73,3.54,72.73,9,2.43,79,5.65,77,414,1193,60,2.99,0.533,0.979,23.9,1.2,0.435,0.141,0.796,0.743,1.654,47,0,47,47,67.5,0,0,0,0,0,0,0,0,0,0.67,0,0,0.4,0.249,0.115,0.178,0
