"Id","sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH"
1894,0.36,93,36,0.99012,0.34,6.3,0.22,0.032,13.5,5,3.27
1895,0.42,142,41,0.98912,0.3,6,0.32,0.033,12.8,1.9,3.29
1896,0.38,208,124,0.99395,0.29,9.4,0.24,0.037,11,8.5,2.9
1897,0.43,124,19,0.99539,0.28,6.4,0.35,0.039,10.6,12.6,3.2
1898,0.46,142,33,0.98956,0.29,6.3,0.3,0.048,12.9,2.1,3.22
1899,0.64,95,36,0.98889,0.28,5.9,0.24,0.032,12.9,1.3,3.08
1900,0.48,96,31,0.98942,0.37,5.8,0.18,0.036,12,1.1,3.16
1901,0.54,124,29,0.9968,0.36,7.5,0.29,0.05,10.4,15.7,3.06
1902,0.5,80,15,0.98934,0.33,6,0.26,0.04,12.7,4.35,3.29
1903,0.5,103,15,0.991,0.31,7.1,0.17,0.037,12,1.6,3.14
1904,0.51,117,13,0.99152,0.3,6.9,0.17,0.047,11.6,2,3.16
1905,0.68,70,11,0.99202,0.36,5.8,0.17,0.036,10.4,1.3,3.43
1906,0.6,189,52,0.99784,0.29,6.9,0.38,0.048,9.5,13.65,3
1907,0.6,189,52,0.99784,0.29,6.9,0.38,0.048,9.5,13.65,3
1908,0.39,41,6,0.99665,0.28,7.2,0.27,0.046,10.9,15.2,3.17
1909,0.47,98,23,0.99422,0.27,7.6,0.17,0.05,9.5,4.6,3.08
1910,0.54,125,19,0.98999,0.31,6.2,0.3,0.048,12.6,1.2,3.32
1911,0.42,104,34,0.99254,0.32,6.5,0.26,0.059,11.1,6.65,3.18
1912,0.51,188,64,0.9952,0.24,6.8,0.18,0.058,10.6,9.8,3.13
1913,0.5,101,26,0.99596,0.27,6.4,0.17,0.047,9.9,9.9,3.34
1914,0.59,132,41,0.9935,0.28,7.2,0.22,0.06,11.3,7.2,3.08
1915,0.38,90,47,0.98862,0.28,6,0.22,0.034,12.6,1.1,3.22
1916,0.38,87,31,0.9922,0.28,6.5,0.43,0.032,12.4,11.25,3.02
1917,0.53,119,26,0.99168,0.23,5.3,0.32,0.026,12.2,9.65,3.18
1918,0.37,136,54,0.99556,0.28,6.8,0.2,0.048,10.7,12.6,3.19
1919,0.38,90,47,0.98862,0.28,6,0.22,0.034,12.6,1.1,3.22
1920,0.49,76,26,0.99076,0.26,7.6,0.2,0.033,12.3,4.8,2.98
1921,0.42,111,31,0.9889,0.21,6.2,0.3,0.032,12.2,1.1,2.97
1922,0.43,121,49,0.98882,0.24,6.9,0.28,0.034,13.2,2.1,2.98
1923,0.44,135,57,0.99341,0.21,5.9,0.19,0.045,9.5,1.7,3.32
1924,0.53,132,38,0.997,0.26,7.8,0.22,0.047,10.2,9,3.25
1925,0.56,179,42,0.9946,0.3,6.8,0.23,0.044,10.6,6.95,3.25
1926,0.43,221,87,0.9984,0.49,7.6,0.36,0.046,9.2,11.3,3.01
1927,0.37,112,35,0.99144,0.3,6.9,0.29,0.026,12.3,8.2,3
1928,0.65,183,52,0.99657,0.32,6.1,0.33,0.052,9.5,7.8,3.39
1929,0.49,95,25,0.99268,0.33,5.6,0.32,0.037,11.1,7.4,3.25
1930,0.49,99,52,0.9925,0.25,8.8,0.27,0.024,11.4,5,2.87
1931,0.5,119,14,0.99137,0.32,5.8,0.15,0.037,10.2,1.2,3.19
1932,0.49,95,25,0.99268,0.33,5.6,0.32,0.037,11.1,7.4,3.25
1933,0.65,183,52,0.99657,0.32,6.1,0.33,0.052,9.5,7.8,3.39
1934,0.49,192,63,0.99642,0.3,7.1,0.32,0.041,10.2,9.9,3.12
1935,0.51,214,34,0.9963,0.4,7.2,0.37,0.032,9.8,11.6,3.1
1936,0.78,156,47,0.99945,0.4,7.1,0.17,0.047,9.1,14.55,3.34
1937,0.77,158,45,0.99946,0.39,7.1,0.18,0.047,9.1,15.25,3.34
1938,0.85,97,20,0.99246,0.23,6.9,0.24,0.041,11.4,7.1,3.1
1939,0.53,224,65,0.99956,0.44,6.7,0.3,0.057,9.1,18.75,3.11
1940,0.36,98,33,0.99536,0.29,6,0.17,0.044,9.2,9.7,3.12
1941,0.35,107,40,0.98918,0,5.8,0.54,0.033,12.4,1.4,3.26
1942,0.78,123,17,0.98936,0.2,5.8,0.32,0.027,13.9,2.6,3.36
1943,0.56,103,41,0.99532,0.4,6.8,0.19,0.055,10.5,9.85,2.98
1944,0.51,171,52,0.99537,0.41,6.9,0.29,0.046,9.6,7.8,3.12
1945,0.45,108,41,0.99,0.34,6.8,0.19,0.04,12.9,1.9,3.25
1946,0.45,219,54,0.99742,0.27,6.6,0.24,0.047,8.8,10.3,3.04
1947,0.59,179,105,0.99189,0.3,6.7,0.24,0.042,11.3,3.85,3.04
1948,0.56,103,41,0.99532,0.4,6.8,0.19,0.055,10.5,9.85,2.98
1949,0.6,97,37,0.99026,0.27,6.5,0.3,0.038,12.6,4,3.2
1950,0.5,191,36,0.99297,0.19,6.5,0.22,0.064,9.5,1.1,3.05
1951,0.26,86,19,0.98934,0.24,6.2,0.37,0.032,13.4,6.1,3.04
1952,0.56,184,22,0.99711,0.45,6.2,0.36,0.06,9.8,10.4,3.31
1953,0.57,94,34,0.98964,0.28,5.9,0.32,0.039,13.1,4.7,3.22
1954,0.52,113,39,0.99393,0.32,7.5,0.21,0.056,10.2,4.8,3.11
1955,0.39,98,16,0.9904,0.33,6.9,0.28,0.039,11.7,1.2,3.07
1956,0.5,191,36,0.99297,0.19,6.5,0.22,0.064,9.5,1.1,3.05
1957,0.32,111,24,0.99158,0.44,8,0.2,0.057,11.2,1,3.09
1958,0.44,134,31,0.99408,0.27,6,0.28,0.036,13,15.5,3.19
1959,0.52,123,42,0.99473,0.36,6.7,0.24,0.042,10.9,8.4,3.34
1960,0.54,134,61,0.99146,0.28,6,0.24,0.038,11.3,3.95,3.3
1961,0.5,164,42,0.99742,1,7.7,0.43,0.032,12,19.95,3.29
1962,0.53,141,18,0.99273,0.36,6.4,0.3,0.052,10.5,2,3.38
1963,0.57,181,30,0.99869,0.45,6.7,0.29,0.054,9.1,14.3,3.14
1964,0.48,93,21,0.9896,0.31,6.9,0.33,0.04,13.4,4.2,3.18
1965,0.57,155,21,0.99385,0.28,7.5,0.33,0.042,10.9,4.9,3.36
1966,0.56,167,75,0.99508,0.24,7,0.22,0.041,10.5,11,2.98
1967,0.51,90,22,0.99038,0.28,6.5,0.19,0.046,11.7,1.4,3.18
1968,0.62,87,22,0.98987,0.33,6.8,0.19,0.031,12.3,1.3,3.08
1969,0.43,132,46,0.99143,0.62,6.9,0.33,0.038,13.4,7.5,3.23
1970,0.3,207,101,0.99571,0.15,6,0.23,0.048,9.1,9.7,3.05
1971,0.35,128,29,0.98984,0.28,8.9,0.27,0.024,12.4,0.8,3.01
1972,0.38,134,28,0.9897,0.27,7.1,0.35,0.034,13.1,3.1,3.26
1973,0.53,178,45,0.9955,0.35,7.2,0.31,0.046,9.7,7.2,3.14
1974,0.48,179,49,0.99528,0.44,6.4,0.28,0.048,9.2,7.1,3.15
1975,0.53,178,45,0.9955,0.35,7.2,0.31,0.046,9.7,7.2,3.14
1976,0.48,153,46,0.99576,0.37,6.6,0.23,0.036,9.4,8.5,3.2
1977,0.53,159,49,0.9919,0.2,6,0.33,0.031,11,1.8,3.41
1978,0.36,34,5,0.99098,0.24,7.5,0.34,0.031,11.8,3.85,3.01
1979,0.62,78,19,0.99036,0.28,6.6,0.64,0.032,12.9,4.4,3.11
1980,0.72,93,31,0.99096,0.34,7.8,0.15,0.035,11.3,1.1,3.07
1981,0.39,80,20,0.99089,0.27,6.9,0.26,0.031,11.5,4.2,3.12
1982,0.51,31,8,0.9936,0,5.9,0.655,0.033,10.5,5.6,3.32
1983,0.41,112,7,0.9906,0.28,7.6,0.38,0.029,12.6,4.2,3
1984,0.52,119,24,0.99396,0.21,8.1,0.17,0.036,10.1,1.6,3.18
1985,0.56,161,35,0.9968,0.36,7.4,0.28,0.048,10.6,14.6,3.14
1986,0.59,120,39,0.99138,0.27,7.3,0.23,0.035,11.3,2.6,3.04
1987,0.37,124,5,0.99098,0.22,6.7,0.22,0.038,11.2,1.2,3.1
1988,0.37,78,14,0.99238,0.28,7.4,0.25,0.028,11.5,7.25,2.94
1989,0.49,130,19,0.99176,0.24,7.2,0.26,0.023,12.8,7,3.14
1990,0.53,102,15,0.9929,0.3,7.7,0.24,0.041,10.4,1.4,3.26
1991,0.4,123,40,0.98958,0.29,7.2,0.16,0.031,12.1,1,3.12
1992,0.52,108,55,0.98939,0.28,6.6,0.17,0.034,11.9,1.1,3
1993,0.56,169,65,0.99043,0.24,5.8,0.2,0.033,12.3,1.4,3.59
1994,0.57,226,49,0.99787,0.38,6.6,0.39,0.053,9.4,9.7,3.3
1995,0.35,88,32,0.99654,0.3,6.8,0.12,0.049,9.9,12.9,3.2
1996,0.6,122,37,0.99165,0.27,7,0.32,0.027,12.6,7.1,3.15
1997,0.47,167,35,0.99628,0.48,6.7,0.35,0.056,9.4,8.8,3.04
1998,0.54,90,30,0.99164,0.18,6.8,0.14,0.047,11.2,1.4,3.27
1999,0.46,149,27,0.998,0.25,7,0.16,0.044,9.2,14.3,2.91
2000,0.46,149,27,0.998,0.25,7,0.16,0.044,9.2,14.3,2.91
2001,0.46,149,27,0.998,0.25,7,0.16,0.044,9.2,14.3,2.91
2002,0.54,188,66,0.99794,0.61,7.7,0.32,0.041,9.3,11.8,3
2003,0.56,118,48,0.99726,0.24,7.1,0.27,0.044,10,12.6,3.04
2004,0.75,168,108,0.99278,0.26,6.3,0.2,0.04,10.7,4.7,3.07
2005,0.42,122,27,1.00295,0.28,6.8,0.45,0.031,10.6,26.05,3.06
2006,0.27,93,12,0.99054,0.28,6.6,0.36,0.029,12.8,6.1,3.19
2007,0.5,117,20,0.99048,0.33,7,0.29,0.041,11.4,0.9,3.21
2008,0.43,181,57,0.99459,0.2,6.4,0.38,0.117,9.5,5.3,3.24
2009,0.38,124,21,0.99362,0.25,6.6,0.3,0.036,10.8,8,3.06
2010,0.38,124,21,0.99362,0.25,6.6,0.3,0.036,10.8,8,3.06
2011,0.75,66,12,0.99089,0.39,6.5,0.26,0.02,11.3,1.4,3.25
2012,0.49,127,23,0.99474,0.34,8.7,0.3,0.018,11.2,4.8,3.12
2013,0.66,89,34,0.99008,0.32,6.4,0.29,0.014,12.5,2.4,3.24
2014,0.52,73,10,0.99076,0.22,7.2,0.33,0.031,12.2,4.5,2.97
2015,0.48,190,51,0.99916,0.17,6.3,0.32,0.06,8.8,17.75,3.13
2016,0.34,128,49,0.99456,0.47,5.7,0.15,0.035,10.5,11.4,3.03
2017,0.42,149,41,0.9926,0.3,5.8,0.275,0.043,10.8,5.4,3.33
2018,0.54,145,59,0.98944,0.31,6.5,0.26,0.034,12.4,1.3,3.16
2019,0.55,102,41,0.98916,0.32,5.9,0.37,0.029,12.7,1.6,3.41
2020,0.55,112,26,0.99336,0.2,6.6,0.34,0.053,9.1,1,3.32
2021,0.43,166,42,0.992,0.19,5.6,0.25,0.049,10.4,2.4,3.25
2022,0.4,93,25,0.98742,0.3,5.3,0.3,0.029,13.6,1.2,3.31
2023,0.44,169,29,0.99275,0.58,6.9,0.58,0.032,12.2,8.2,3.28
2024,0.51,111,19,1.00044,0.25,7.2,0.23,0.085,8.7,18.8,3.1
2025,0.63,122,33,0.99164,0.3,6.8,0.31,0.028,12.6,8,3.13
2026,0.34,98,39,0.99402,0.27,6,0.16,0.03,10.8,12,3.15
2027,0.56,186,41,0.99128,0.35,7.1,0.21,0.04,12.5,2.5,3.32
2028,0.34,122,37,0.99228,0.26,7,0.22,0.027,12.5,9.2,3.06
2029,0.31,150,37,0.991,0.24,5.6,0.21,0.027,11.5,4.4,3.3
2030,0.41,112,23,0.9931,0.26,7.4,0.22,0.027,11.4,8.8,2.98
2031,0.37,105,19,0.99444,0.27,7.1,0.2,0.037,10.5,9.6,3.04
2032,0.51,111,19,1.00044,0.25,7.2,0.23,0.085,8.7,18.8,3.1
2033,0.68,146,61,0.99112,0.4,6.4,0.15,0.053,11,1.3,3.17
2034,0.75,122,39,0.99058,0.44,6.4,0.16,0.051,11.3,1.2,3.11
2035,0.5,177,27,0.99438,0.37,7.6,0.3,0.087,9.8,1.6,3.09
2036,0.5,139,23,0.99904,0.22,6.6,0.26,0.05,9.2,18.15,3.06
2037,0.53,180,26,0.99884,0.31,7.5,0.24,0.05,9.1,13.1,3.05
2038,0.53,180,26,0.99884,0.31,7.5,0.24,0.05,9.1,13.1,3.05
2039,0.44,114,29,0.99014,0.43,6.7,0.34,0.041,12.6,1.6,3.23
2040,0.52,119,20,0.99373,0.24,6.3,0.18,0.053,9.2,3.4,3.11
2041,0.48,200,54,0.9956,0.45,6.6,0.3,0.038,9.5,8,3.18
2042,0.34,111,22,0.9902,0.28,4.8,0.17,0.03,11.3,2.9,3.38
2043,0.44,150,46,0.99299,0.28,5.7,0.265,0.036,10.8,6.9,3.36
2044,0.35,166,51,0.99382,0.26,7,0.34,0.041,11.6,10.3,3.08
2045,0.45,125,28,0.99936,0.29,6,0.21,0.042,8.6,13.1,3.39
2046,0.39,149,29,0.99792,0.28,7,0.15,0.051,9,14.7,2.96
2047,0.39,149,29,0.99792,0.28,7,0.15,0.051,9,14.7,2.96
2048,0.39,149,29,0.99792,0.28,7,0.15,0.051,9,14.7,2.96
2049,0.39,149,29,0.99792,0.28,7,0.15,0.051,9,14.7,2.96
2050,0.39,149,29,0.99792,0.28,7,0.15,0.051,9,14.7,2.96
2051,0.39,149,29,0.99792,0.28,7,0.15,0.051,9,14.7,2.96
2052,0.4,121,45,0.99043,0.28,7.4,0.27,0.04,11.9,1.8,3.02
2053,0.42,194,67,0.99654,0.3,6.8,0.22,0.07,9,10.6,2.89
2054,0.51,134,47,0.99758,0.25,6.2,0.24,0.055,9,12.5,3.3
2055,0.46,184,25,0.99216,0.34,6.5,0.26,0.04,10.7,1.4,3.29
2056,0.77,130,29,0.98953,0.15,5.4,0.46,0.026,13.4,2.1,3.39
2057,0.46,184,25,0.99216,0.34,6.5,0.26,0.04,10.7,1.4,3.29
2058,0.37,80,22,0.99084,0.24,6.7,0.39,0.017,11.5,2.7,3.03
2059,0.49,186,59,0.99754,0.17,6.9,0.4,0.033,9.4,12.9,3.08
2060,0.65,143,15,0.99094,0.31,7.4,0.27,0.014,12,2.4,3.03
2061,0.32,103,41,0.99122,0.28,6.5,0.33,0.018,12.2,6.1,3.24
2062,0.57,100,38,0.99099,0.3,6.3,0.15,0.022,11.4,1.4,3.42
2063,0.58,248,61,0.99794,0.39,6.7,0.42,0.04,9.7,12.1,3.31
2064,0.4,100,11,0.98964,0.31,5.6,0.19,0.027,13.2,2.7,3.46
2065,0.34,182,61.5,0.99808,0.48,7.4,0.29,0.037,8.8,12.8,3.02
2066,0.48,113,22,0.99224,0.45,5.5,0.24,0.046,10,1.7,3.22
2067,0.49,140,29,0.99776,0.27,6.5,0.25,0.064,10.1,17.4,3.2
2068,0.52,138,21,0.99176,0.39,7.9,0.21,0.057,10.9,2,3.05
2069,0.51,57,20,0.99109,0.3,8.3,0.18,0.033,11,1.1,3.02
2070,0.51,57,20,0.99109,0.3,8.3,0.18,0.033,11,1.1,3.02
2071,0.59,113,7,0.99358,0.62,6.8,0.21,0.041,10.2,6.4,2.96
2072,0.59,109,7,0.99358,0.62,6.9,0.21,0.042,10.2,6.3,2.96
2073,0.4,111,16,0.99278,0.34,7.2,0.17,0.042,10.8,6.4,2.99
2074,0.52,162,42,0.99705,0.34,6.8,0.26,0.06,10.5,15.1,3.24
2075,0.52,156,23,0.9912,0.38,7.2,0.28,0.052,11.1,2,3.13
2076,0.57,177,21,0.99166,0.28,7,0.3,0.042,11.4,2.2,3.2
2077,0.59,131,28,0.9953,0.3,6.8,0.41,0.045,9.9,8.8,3.12
2078,0.4,120,36,0.99188,0.26,5.1,0.35,0.034,11.5,6.8,3.38
2079,0.38,132,34,0.99158,0.2,6.3,0.3,0.039,10.7,3.7,3
2080,0.56,139,52,0.99522,0.28,6.9,0.28,0.042,10.4,12.2,3.03
2081,0.54,88,12,0.99016,0.21,6.7,0.46,0.034,13,4,3.26
2082,0.39,99,13,0.98956,0.18,5.1,0.23,0.053,11.5,1,3.22
2083,0.44,131,43,0.99186,0.24,6.3,0.4,0.036,11.3,5.1,3.24
2084,0.28,111,23,0.99274,0.23,4.8,0.26,0.034,11.5,10.6,3.46
2085,0.37,110,45,0.9978,0.29,7,0.15,0.058,9.7,16.4,3.15
2086,0.48,113,34,0.99429,0.23,6.2,0.31,0.052,8.4,3.3,3.16
2087,0.43,109,36,0.99044,0.31,7.5,0.26,0.032,11.9,1.6,2.97
2088,0.36,84,24,0.9909,0.25,6.7,0.37,0.028,11.7,2.5,3.14
2089,0.46,90,23,0.99212,0.79,7.1,0.39,0.194,10.5,1.4,3.17
2090,0.64,87,18,0.99628,0.43,8.2,0.31,0.047,10.6,7,3.23
2091,0.38,137,68,0.99159,0.29,5.9,0.18,0.032,11.3,4.6,3.21
2092,0.34,175,98,0.99364,0.19,6.5,0.27,0.045,10.1,6.6,3.16
2093,0.55,113,59,0.99178,0.32,8.4,0.23,0.048,11,1.3,3.1
2094,0.36,177,112,0.9961,0.25,6,0.22,0.056,9.4,11.1,3.08
2095,0.47,152,108,0.99728,0.3,6.2,0.22,0.054,9.5,12.4,3.1
2096,0.4,134,74,0.99534,0.27,6.1,0.23,0.055,10.2,9.8,3.16
2097,0.49,193,63,0.99864,0.54,7.3,0.36,0.054,8.6,13.3,3.06
2098,0.44,98,45,0.99299,0.27,7.4,0.22,0.057,9.9,1.6,3.29
2099,0.28,65,25,0.99324,0.2,6.8,0.73,0.054,11.1,6.6,3.12
2100,0.45,111,42,0.99896,0.24,6,0.28,0.047,8.9,17.8,3.1
2101,0.52,129,28,0.99226,0.37,7.1,0.2,0.049,10.8,1.5,3.15
2102,0.55,143,34,0.99226,0.31,6.8,0.33,0.045,12.2,7.4,3.06
2103,0.63,63,21,0.99076,0.36,7.2,0.24,0.029,12.5,2,3.13
2104,0.37,127,43,0.9951,0.26,6.2,0.27,0.046,10.8,12.1,3.16
2105,0.52,129,28,0.99226,0.37,7.1,0.2,0.049,10.8,1.5,3.15
2106,0.39,63,17,0.9937,0.1,7,0.34,0.044,9.2,3.5,3.01
2107,0.46,134,21,0.99151,0.16,5.9,0.435,0.031,12.2,6.4,3.24
2108,0.45,76,17,0.99021,0.33,7,0.25,0.021,12.3,2.1,3.26
2109,0.57,172,72,0.9954,0.3,7,0.24,0.035,10.4,12.3,2.99
2110,0.39,63,17,0.9937,0.1,7,0.34,0.044,9.2,3.5,3.01
2111,0.36,10,4,0.99246,0.12,4.8,0.65,0.013,13.5,1.1,3.32
2112,0.64,65,12,0.9908,0.38,6.1,0.22,0.144,11.4,2.8,2.95
2113,0.63,88,34,0.99028,0.3,6.5,0.33,0.036,12.5,3.8,3.25
2114,0.43,138,45,0.99174,0.24,6.2,0.39,0.037,11.2,4.8,3.23
2115,0.48,105,24,0.99154,0.32,7.2,0.25,0.054,11.1,1.5,3.17
2116,0.27,139,49,0.99021,0.3,7.1,0.37,0.04,13.6,6.2,3.17
2117,0.4,107,28,0.98836,0.28,6.6,0.31,0.035,13.2,1.4,3
2118,0.39,109,16,0.99249,0.3,8.6,0.31,0.045,10.1,0.9,2.95
2119,0.31,106,17,0.99098,0.31,6.5,0.22,0.046,11.5,3.9,3.15
2120,0.56,173,27,0.99872,0.47,6.6,0.32,0.063,9,15.6,3.18
2121,0.41,101,25,0.98894,0.26,6.1,0.28,0.03,12.1,1.5,3.03
2122,0.41,106,28,0.988245,0.28,6.2,0.3,0.036,13.3,1.6,3.14
2123,0.52,67,28,0.99328,0.21,8.7,0.31,0.039,11,5.6,2.96
2124,0.61,108,16,0.99486,0.25,5.7,0.23,0.042,10.3,7.95,3.44
2125,0.6,159,47,0.99282,0.32,6.2,0.27,0.048,11,6.3,3.21
2126,0.5,148,36,0.996,0.37,6.9,0.4,0.053,9.3,8.9,3.16
2127,0.4,143,32,0.99138,0.34,4.9,0.345,0.068,10.1,1,3.24
2128,0.58,113,26,0.99408,0.15,6.4,0.2,0.046,9.9,6.6,2.99
2129,0.6,159,47,0.99282,0.32,6.2,0.27,0.048,11,6.3,3.21
2130,0.44,142,41,0.98952,0.32,6.1,0.3,0.042,12.7,2.2,3.31
2131,0.54,122,45,0.99178,0.3,8.4,0.22,0.038,10.8,1.3,3.13
2132,0.51,161,36,0.9991,0.2,6.3,0.33,0.066,8.8,17.9,3.14
2133,0.41,110,36,0.99438,0.19,5.6,0.185,0.048,9.5,7.1,3.26
2134,0.41,110,36,0.99438,0.19,5.4,0.185,0.048,9.5,7.1,3.26
2135,0.51,192,35,0.99551,0.52,6.5,0.29,0.049,9.5,7.9,3.16
2136,0.49,125,33,0.99152,0.3,6.4,0.17,0.034,10.4,2.8,3.03
2137,0.54,200,35,0.99548,0.51,6.3,0.27,0.049,9.4,7.6,3.16
2138,0.65,124,35,0.99162,0.29,7,0.32,0.025,12.8,7.6,3.15
2139,0.4,135,54,0.99481,0.25,6.1,0.22,0.035,10.7,12.1,3.21
2140,0.81,134,61,0.9903,0.26,6.1,0.24,0.033,11.9,1.7,3.19
2141,0.42,101,31,0.99429,0.25,5.6,0.23,0.043,10.4,8,3.19
2142,0.65,124,35,0.99162,0.29,7,0.32,0.025,12.8,7.6,3.15
2143,0.71,223,73,0.99863,0.41,7.3,0.23,0.048,9.4,14.6,3.16
2144,0.71,223,73,0.99863,0.41,7.3,0.23,0.048,9.4,14.6,3.16
2145,0.57,76,26,0.99173,0.32,6.7,0.19,0.041,10.5,3.7,2.9
2146,0.54,111,32,0.99455,0.34,6.7,0.28,0.048,11,8.9,3.25
2147,0.72,127,3,0.99186,0.31,8,0.37,0.038,12.1,4.7,2.9
2148,0.39,144,37,0.98944,0.29,6,0.26,0.041,12.8,3.1,3.22
2149,0.98,120,25,0.9942,0.49,6.4,0.24,0.053,10.5,5.8,3.01
2150,0.45,94,25,0.99782,0.48,6.1,0.25,0.052,9.2,15.8,3.07
2151,0.72,117,40,0.99111,0.35,6.8,0.14,0.047,11.1,1.5,3.07
2152,0.5,112,33,0.99067,0.26,6.5,0.38,0.042,12.3,5.2,3.06
2153,0.58,51,10,0.98878,0.32,5.4,0.15,0.037,12.6,2.5,3.04
2154,0.6,122,39,0.99143,0.29,7.2,0.21,0.044,11.3,3.1,3
2155,0.98,120,25,0.9942,0.49,6.4,0.24,0.053,10.5,5.8,3.01
2156,0.56,171,56,0.99588,0.24,6.5,0.46,0.051,9.8,11.5,3.08
2157,0.52,151,45,0.99626,0.24,7.2,0.4,0.055,9.2,8.5,3.2
2158,0.61,183,56,1.00038,0.48,6.4,0.18,0.054,8.5,18,2.98
2159,0.52,151,45,0.99626,0.24,7.2,0.4,0.055,9.2,8.5,3.2
2160,0.56,147,50,0.99126,0.27,6,0.28,0.046,11.6,4.1,3.27
2161,0.54,176,22,0.99304,0.26,6.4,0.26,0.052,9.3,1.1,3.09
2162,0.46,81,37,0.9892,0.27,5.9,0.25,0.029,12.2,1.5,3.2
2163,0.41,120,15,0.9924,0.57,6.4,0.29,0.06,9.5,1,3.06
2164,0.62,125,23,0.99338,0.38,7.5,0.26,0.021,11.1,5.7,3.13
2165,0.58,172,53,0.99404,0.22,6.4,0.2,0.032,11,7.4,3.24
2166,0.48,177,40,0.99287,0.22,7.3,0.33,0.041,9.9,1.4,3.14
2167,0.41,120,15,0.9924,0.57,6.4,0.29,0.06,9.5,1,3.06
2168,0.52,149,45,0.99545,0.22,6.2,0.24,0.053,9.3,7.9,3.23
2169,0.43,135,25,0.9984,0.27,7.4,0.16,0.05,8.7,15.5,2.9
2170,0.43,154,33,0.99971,0.28,7.2,0.17,0.05,9,17.55,2.94
2171,0.58,98,32,0.99058,0.36,6.8,0.16,0.034,11.3,1.3,3.02
2172,0.43,135,25,0.9984,0.27,7.4,0.16,0.05,8.7,15.5,2.9
2173,0.43,154,33,0.99971,0.28,7.2,0.17,0.05,9,17.55,2.94
2174,0.38,97,22,0.99314,0.27,6.8,0.3,0.028,11.7,11.6,2.96
2175,0.63,118,49,0.99546,0.35,6.9,0.19,0.038,10.7,13.5,3
2176,0.58,98,32,0.99058,0.36,6.8,0.16,0.034,11.3,1.3,3.02
2177,0.42,70,20,0.99362,0.01,6.4,0.41,0.048,10,6.1,3.19
2178,0.42,70,20,0.99362,0.01,6.4,0.41,0.048,10,6.1,3.19
2179,0.36,160,60,0.99257,0.27,7.1,0.44,0.057,11.8,8.4,3.16
2180,0.37,133,54,0.9952,0.28,6.2,0.24,0.049,10.7,12.2,3.19
2181,0.46,76,23,0.9903,0.32,7.6,0.26,0.048,12,1.3,2.96
2182,0.82,163,70.5,0.99706,0.38,7.5,0.16,0.043,10.4,12.7,3.15
2183,0.38,91,27,0.99432,0.28,5.4,0.265,0.052,10.4,7.8,3.19
2184,0.45,106,52.5,0.99691,0.26,5.7,0.25,0.049,9.4,12.5,3.08
2185,0.45,73,14,0.9915,0.29,7.4,0.26,0.048,11.4,3.7,3.06
2186,0.4,112,19,0.99314,0.2,6.4,0.5,0.059,9.2,2.4,3.18
2187,0.55,136,13,0.99366,0.35,8,0.25,0.054,9.5,1.1,3.08
2188,0.36,82,21,0.99425,0.28,6.4,0.14,0.057,10,7.9,3.26
2189,0.42,166,54,0.99568,0.23,6.9,0.37,0.057,10,9.5,3.23
2190,0.38,86,22,0.99062,0.28,5.7,0.31,0.03,11.7,4.1,3.31
2191,0.47,122,36,0.99059,0.45,6.9,0.3,0.039,11.1,1.4,3.07
2192,0.62,141,46,0.99119,0.56,5.3,0.23,0.041,9.7,0.9,3.16
2193,0.38,105,43,0.99021,0.42,6.7,0.28,0.035,12.2,3.5,3.18
2194,0.76,153,46,0.99238,0.22,5,0.255,0.043,11.3,2.7,3.75
2195,0.45,107,35,0.99123,0.29,7.5,0.21,0.046,11.3,1.5,3.15
2196,0.5,158,33,0.99908,0.2,6.2,0.35,0.069,8.8,18.1,3.15
2197,0.5,158,33,0.99908,0.2,6.2,0.35,0.069,8.8,18.1,3.15
2198,0.44,122,48,0.9973,0.5,7.4,0.28,0.049,9,12.1,3.01
2199,0.54,147,44,0.99382,0.23,6.3,0.17,0.048,10,5.7,3.08
2200,0.56,227,62,0.99734,0.32,6.6,0.33,0.054,10.4,15.6,3.25
2201,0.36,206,47,0.9964,0.26,7.4,0.31,0.048,9.1,8.6,3.26
2202,0.36,206,47,0.9964,0.26,7.4,0.31,0.048,9.1,8.6,3.26
2203,0.31,120,24,0.99411,0.27,5.7,0.25,0.04,10.8,11.5,3.33
2204,0.34,89,26,0.9915,0.28,6.8,0.27,0.038,12.5,7.8,3.24
2205,0.73,132,27,0.99234,0.24,5.9,0.26,0.046,11.3,2.4,3.63
2206,0.36,206,47,0.9964,0.26,7.4,0.31,0.048,9.1,8.6,3.26
2207,0.58,149,51,0.99544,0.29,6.8,0.28,0.052,10.4,11.9,3.02
2208,0.53,136,43,0.9941,0.27,5.9,0.27,0.051,10.7,9,3.25
2209,0.54,143,53,0.99287,0.35,6.8,0.18,0.054,11,5.4,3.1
2210,0.61,194,6,0.99714,0.31,7.6,0.48,0.046,9.4,9.4,3.07
2211,0.45,187,50,0.9927,0.47,6.1,0.3,0.049,9.5,1.4,3.19
2212,0.44,186,63,0.99481,0.52,6.3,0.34,0.047,9.6,6.3,3.18
2213,0.44,168,33,0.99825,0.3,7.4,0.16,0.056,8.7,13.7,2.9
2214,0.44,168,33,0.99825,0.3,7.4,0.16,0.056,8.7,13.7,2.9
