"sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH","quality"
0.49,148,34,0.99165,0.3,6.9,0.34,0.029,12.3,4.7,3.36,7
0.51,154,51,0.99354,0.15,6,0.26,0.06,8.7,1.3,3.14,5
0.4,103,8,0.994,0,5.5,0.485,0.065,9.7,1.5,3.63,4
0.49,229,48.5,0.9986,0.3,7.4,0.19,0.053,9.1,12.8,3.14,7
0.41,168,87,0.992,0.12,6.8,0.27,0.04,10,1.3,3.18,5
0.37,107,38,0.99306,0.37,8.3,0.16,0.025,11.9,7.9,2.93,6
0.48,116,44,0.9982,0.48,7.6,0.36,0.038,9.2,13.5,3.04,5
0.63,63,21,0.99076,0.36,7.2,0.24,0.029,12.5,2,3.13,6
0.49,154,29,0.99142,0.3,6.6,0.23,0.06,12.2,4.6,3.23,8
0.33,49,11,0.98845,0.37,5.6,0.27,0.025,13.1,0.9,3.29,6
0.56,152,33,0.9934,0.27,6.6,0.24,0.057,9.5,1.4,3.22,6
0.41,163,41,0.9949,0.24,7.3,0.41,0.057,9.9,6.8,3.2,6
0.48,161,44,0.9941,0.3,7.4,0.28,0.054,10.3,5.3,3.12,6
0.29,117,31,0.99815,0.28,7.7,0.34,0.04,9.2,11,3.27,6
0.52,149,63,0.9925,0.33,6.9,0.19,0.043,10.8,1.6,3.44,5
0.47,186,45,0.9962,0.18,6.3,0.27,0.048,9,7.7,3.23,5
0.37,135,36,0.9938,0.35,6.6,0.24,0.031,10.5,7.7,3.19,5
0.4,145,44,0.99184,0.22,6.2,0.36,0.038,11.2,5.25,3.22,6
0.59,152,67,0.9916,0.29,6,0.19,0.047,11.1,1.1,3.54,7
0.51,164,35,0.9918,0.14,5,0.55,0.032,12.5,8.3,3.53,8
0.26,155,27,0.9931,0.29,7.3,0.29,0.029,10.6,4.6,3.07,6
0.47,81,7,0.99254,0.31,6.7,0.28,0.041,11.4,7.4,3.04,8
0.39,75,29,0.9892,0.48,6.2,0.66,0.029,12.8,1.2,3.33,8
0.35,106,31,0.99194,0.4,8.5,0.2,0.046,10.5,1.1,3,4
0.65,121,40,0.9913,0.31,6.8,0.21,0.046,10.9,2.9,3.07,7
0.44,84,9,0.99432,0.06,5.7,0.695,0.042,10.2,6.8,3.44,5
0.39,107,11,0.99398,0.16,6.5,0.36,0.054,8.5,1.3,3.19,5
0.28,138,38,0.9906,0.32,7,0.33,0.053,11.2,1.2,3.13,6
0.54,79,25,0.9926,0.32,6.6,0.23,0.041,10.2,0.9,3.39,7
0.52,192,52,0.99586,0.37,6.8,0.27,0.055,9.5,8.2,3.11,6
0.54,195,59,0.99596,0.26,6.9,0.54,0.049,10.5,12.7,3.26,6
0.53,162,43,0.99561,0.39,7,0.34,0.066,9.5,6.9,3.11,5
0.35,95,44,0.99676,0.26,6.7,0.11,0.053,9.8,14.8,3.2,6
0.46,216,61,0.9952,0.41,6.4,0.28,0.045,9.4,6.8,3.09,5
0.45,100,16,0.99243,0.29,7.4,0.2,0.047,10.6,1.7,3.28,6
0.38,127,42,0.99182,0.33,7,0.19,0.032,12.2,6.3,3.31,6
0.54,143,53,0.99287,0.35,6.8,0.18,0.054,11,5.4,3.1,7
0.33,97,14,0.99058,0.27,5.9,0.27,0.035,11.8,5,3.1,7
0.5,116,58,0.99592,0.27,5.7,0.25,0.05,9.8,10.8,3.1,6
0.82,243,34,1.0007,0.57,8.7,0.49,0.052,9,17.8,2.98,5
0.54,198,39,0.9951,0.39,7,0.22,0.055,10.2,2.1,3.52,6
0.6,79,25,0.99037,0.3,6.4,0.29,0.036,12.4,2.9,3.29,7
0.59,130,22,0.9944,0.23,5.9,0.21,0.033,10.9,7.9,3.38,6
0.46,90,24,0.99556,0.29,7,0.22,0.05,9.8,8.9,3.29,6
0.45,182,55,0.99582,0.48,6.8,0.26,0.049,9.4,6.2,3.21,6
0.29,72,26,0.9941,0.35,7.1,0.39,0.044,11.6,12.5,3.17,5
0.58,111,30,0.99362,0.33,6,0.17,0.036,10.1333333333333,6,3.32,7
0.28,128,18,0.99178,0.23,6.2,0.23,0.018,10.6,1.2,3.05,5
0.72,141,40,0.9941,0.26,6.5,0.18,0.041,9.5,1.4,3.34,6
0.77,114,34,0.9929,0.31,6.8,0.22,0.053,10.6,1.4,3.39,6
0.42,127,31,0.98964,0.33,6,0.3,0.042,12.5,2.1,3.32,6
0.5,139,51,0.99336,0.26,5.6,0.15,0.051,11,5.55,3.47,6
0.6,218,50,0.9941,0.21,6.2,0.31,0.041,10,6.3,3.15,5
0.62,100,31,0.99098,0.21,5,0.24,0.039,11.7,2.2,3.69,6
0.5,117,25,0.9943,0.24,6.4,0.33,0.054,9.3,1.6,3.36,5
0.78,85,17,0.99279,0.46,7.2,0.23,0.036,11.7,6.4,3.1,6
0.42,155,29,0.9955,0.44,6.8,0.33,0.05,9.5,7,3.14,5
0.43,147,51,0.9977,0.74,7.4,0.31,0.039,8.7,10.7,3.02,5
0.46,95,19,0.99207,0.3,6.8,0.23,0.043,10.7,1.7,3.17,7
0.78,140,29,0.991,0.41,7.8,0.16,0.026,12.5,1.7,3.02,6
0.42,187,45,0.9972,0.2,6,0.29,0.045,9.5,12.6,3.33,5
0.37,128,45,0.99388,0.26,6.6,0.17,0.052,10,7.4,3.16,6
0.5,162,63,0.99375,0.26,5.8,0.24,0.039,11.2,10.05,3.33,6
0.32,183,52,0.9963,0.31,7.4,0.24,0.045,8.8,8.4,3.09,5
0.64,172,38,0.9958,0.24,6.3,0.26,0.039,9.7,7.2,3.49,6
0.42,122,18,0.9906,0.29,6.4,0.24,0.038,11.5,1,3.3,5
0.45,119,18,0.996,0.14,6.1,0.41,0.037,10,10.4,3.38,5
0.58,152,39,0.9954,0.3,8.1,0.26,0.049,10,7.8,2.99,6
0.5,85,32,0.9918,0.39,7.2,0.19,0.036,10.5,1.2,3.16,5
0.36,158,63,0.9937,0.39,6.7,0.23,0.172,9.4,2.5,3.11,6
0.47,222,61,0.9953,0.49,6,0.28,0.048,9.3,6.8,3.19,5
0.36,71,14,0.993,0.3,9,0.55,0.026,11.8,8.1,2.94,5
0.35,68,25,0.98865,0.29,5.8,0.22,0.036,12.6,1.3,3.24,6
0.54,156,36,0.99592,0.36,8.1,0.33,0.037,10.6,7.4,3.19,6
0.53,207,67,1.00118,0.41,6.1,0.36,0.07,9.1,19.35,3.39,5
0.54,189,19,0.9952,0.29,6.8,0.25,0.042,10.2,2,3.46,6
0.53,164,10,0.9912,0.35,6.8,0.3,0.038,12,2.8,3.09,6
0.5,119,13,0.99184,0.35,7,0.31,0.063,10.7,1.6,3.22,5
0.48,114,38,0.9928,0.3,5.9,0.26,0.036,9.4,1,3.58,5
0.36,197,48,0.99512,0.16,5.7,0.29,0.044,9.4,7.9,3.21,5
0.43,294,51,0.99018,1.23,7.6,0.25,0.035,13.1,4.6,3.03,6
0.82,170,51,1.0004,0.38,8.4,0.2,0.055,8.9,11.8,3.34,6
0.65,101,18,0.9912,0.33,7.8,0.32,0.037,11.7,2.4,3.21,7
0.62,139,36,0.99788,0.52,7.4,0.27,0.054,10.0333333333333,15.7,3.04,6
0.54,174,21,0.9971,0.2,7.2,0.6,0.07,9.1,9.9,3.03,5
0.49,97,24,0.992,0.37,6.9,0.2,0.027,12.2,6.2,3.38,7
0.53,141,32,0.9961,0.39,7,0.28,0.051,10.5,8.7,3.38,6
0.5,122,31,0.994,0.29,7.4,0.4,0.044,11.1,5.4,3.3,8
0.39,167,18,0.99366,0.34,8.2,0.52,0.042,10.6,1.2,3.24,5
0.55,77,11,0.99381,0.3,6.6,0.24,0.026,12.8,11.3,3.13,7
0.54,197,53,0.9967,0.44,6.1,0.255,0.045,9.5,12.3,3.24,6
0.39,124,47,0.99278,0.32,7.8,0.19,0.015,11,7.4,2.99,6
0.67,193,29,0.99134,0.32,7.4,0.26,0.032,12.5,3.7,3.1,6
0.42,152,19,0.994,0.39,10,0.2,0.05,10.4,1.4,3,6
0.5,135,33,0.993,0.3,7.4,0.19,0.057,9.6,1.4,3.12,6
0.49,143,26,0.9965,0.34,7.6,0.22,0.035,9.8,9.7,3.08,6
0.33,131,37,0.99352,0.32,7,0.36,0.045,11.7,10.05,3.09,8
0.51,190,41,0.99858,0.22,6.8,0.3,0.06,9.2,6.2,3.18,5
0.49,103,31,0.99388,0.35,7,0.2,0.037,11,8.8,3.13,6
0.49,189,61,0.99604,0.51,6.6,0.25,0.047,9.2,8,3.22,5
0.43,133,19,0.9933,0.47,5.9,0.3,0.03,11.5,7.85,3.52,7
0.54,107,32,0.9936,0.49,7.3,0.26,0.028,10.8,5,3.24,6
0.55,170,63,0.9961,0.26,6.3,0.32,0.049,9.9,12,3.14,6
0.6,101,34,0.9912,0.35,6.4,0.32,0.03,12.5,4.8,3.36,8
0.32,125,37,0.9916,0.35,6.9,0.36,0.038,12.4,8.6,3,8
0.41,198,54,0.9955,0.22,6.7,0.265,0.048,10.2,8.6,3.25,5
0.38,101,18,0.9934,0.19,6.4,0.37,0.068,9,3.5,3.03,6
0.6,97,37,0.99026,0.27,6.5,0.3,0.038,12.6,4,3.2,8
0.46,139,33,0.99296,0.3,6.1,0.28,0.031,11,7.75,3.22,6
0.63,230,66,0.9972,0.56,6.8,0.29,0.043,9.3,11.9,3.02,5
0.6,151,42,0.99853,0.22,6.3,0.23,0.054,9.3,17.45,3.12,6
0.34,119,27,0.9947,0.27,5.6,0.26,0.03,10.7,10.6,3.4,7
0.31,102,30,0.9912,0.3,7.1,0.33,0.034,12.3,3.3,3.08,7
0.54,96,30,0.9917,0.36,6.8,0.19,0.035,10.8,1.9,3.15,7
0.37,126,47,0.99124,0.44,7.9,0.34,0.027,12.5,6.5,2.96,6
0.44,128,34,0.9921,0.25,6.1,0.2,0.038,10.1,1.2,3.24,5
0.48,132,34,0.9914,0.25,6.9,0.17,0.047,11.4,1.6,3.16,5
0.59,107,16,0.9955,0.39,8.3,0.27,0.058,10.3,2.4,3.28,5
0.38,143,35,0.9959,0.32,6.8,0.31,0.052,9,7.6,3.14,5
0.41,155,45,0.99807,0.27,7.3,0.19,0.057,8.8,13.9,2.94,8
0.51,133,27,0.99675,0.22,6.6,0.56,0.034,9.1,8.9,3.2,5
0.46,113,37,0.99013,0.31,6.7,0.24,0.044,12.9,2.3,3.29,6
0.61,134,34,0.9924,0.49,6.3,0.26,0.052,9.8,1.5,2.99,6
0.41,76,15,0.993,0.33,7,0.22,0.052,10.6,2.1,3.2,6
0.3,173,54,0.9887,0.33,5,0.3,0.03,13,3.7,3.36,7
0.52,154,70,0.99273,0.24,6.8,0.26,0.043,10.5,1.9,3.18,5
0.71,150,41,0.9933,0.27,6.2,0.21,0.038,10.5,1.7,3.49,7
0.33,125,24,0.98986,0.34,5.8,0.28,0.037,12.8,2.2,3.36,8
0.41,142,40,1,0.31,6.8,0.24,0.046,8.7,18.3,3.3,5
0.45,148,25,0.9955,0.42,6.7,0.31,0.057,9.6,6.4,3.16,5
0.59,211,32,0.99587,0.31,7.1,0.2,0.053,10.4,6.85,3.31,6
0.4,167,41,0.9953,0.4,8,0.2,0.055,10.6,5.2,3.18,7
0.38,124,21,0.99362,0.25,6.6,0.3,0.036,10.8,8,3.06,6
0.53,227,29,0.9952,0.29,6.3,0.34,0.046,10.1,6.2,3.29,6
0.43,178,28,0.9954,0.33,9.3,0.2,0.05,9,1.7,3.16,4
0.49,168,42,0.99331,0.3,6.4,0.33,0.041,11.1,7.2,3.22,6
0.62,94,21,0.991,0.46,6.1,0.34,0.029,12.3,4.7,3.29,6
0.44,178,56,0.99578,0.24,7.15,0.17,0.119,10.2,9.6,3.15,6
0.38,162,32,0.99508,0.24,7.3,0.17,0.121,10.4,8.1,3.17,8
0.74,143,8,0.9942,0.26,7.9,0.19,0.039,9.8,2.1,3.05,5
0.48,128,20,0.99016,0.23,5.9,0.65,0.035,12.8,5,3.46,6
0.45,115,29,0.99469,0.28,6.7,0.18,0.039,10.9,10.2,3.11,7
0.38,193,23,0.99164,0.27,7.6,0.4,0.053,11.6,1.2,3.22,5
0.59,197,39,0.9974,0.46,8.4,0.27,0.048,9.6,8.7,3.14,6
0.45,186,28,0.99211,0.36,6.4,0.28,0.053,10.8,1.3,3.31,5
0.76,200,34,0.9937,0.34,6.5,0.38,0.036,10,3.4,3.14,5
0.67,133,38,0.9979,0.22,6.6,0.32,0.046,10.4,16.7,3.22,6
0.52,168,40,0.9976,0.51,7,0.3,0.05,9.6,13.6,3.07,7
0.34,111,44,0.9926,0.36,7.4,0.2,0.038,9.9,1.2,3.36,6
0.38,178,8,0.99502,0.27,6.7,0.54,0.049,9.4,7.1,3.16,4
0.34,135,57,0.99016,0.3,5.9,0.34,0.035,12,3.8,3.09,6
0.53,95,20,0.9918,0.56,7,0.25,0.035,11,2,3.23,6
0.37,207,52,0.99587,0.26,7.3,0.25,0.048,9.2,7.2,3.12,5
0.5,180,53,0.99514,0.26,6.4,0.32,0.05,9.6,7.9,3.14,5
0.42,102,18,0.9923,0.4,6.8,0.16,0.037,11.4,2.3,3.49,7
0.62,167,50,0.9941,0.21,5.8,0.34,0.04,10,6.6,3.29,5
0.38,185,50,0.9978,0.3,6.9,0.16,0.057,9.6,9.6,3.39,6
0.68,81,28,0.9923,0.49,8.2,0.18,0.033,10.4,1.1,3,7
0.45,170,45,1.001,0.36,7,0.27,0.045,8.8,20.7,3,6
0.49,93,38,0.99021,0.23,5.9,0.2,0.037,12,1.5,3.36,6
0.66,135,36,0.99374,0.24,6.3,0.2,0.052,10.8,1.7,3.8,6
0.42,90,21,0.9925,0.36,7.1,0.16,0.043,11,1.2,3.16,7
0.63,130,18,0.9928,0.3,6.7,0.31,0.038,10.6,2.1,3.36,6
0.44,194,55,0.9979,0.38,7.2,0.23,0.058,9,14.3,3.09,6
0.37,152,55,0.9952,0.22,6.9,0.17,0.064,9.3,4.6,3.29,6
0.6,185,58,0.99938,0.27,6.9,0.32,0.034,9,16,3.34,6
0.58,190,55,0.9993,0.56,8.4,0.35,0.048,9.4,13.8,3.07,6
0.78,136,35,0.9938,0.33,6.9,0.21,0.056,10.3,1.4,3.63,6
0.45,114,34,0.99068,0.32,6.9,0.31,0.036,11.4,1.6,3.19,7
0.68,210,67,0.99907,0.26,7.4,0.33,0.049,9.5,15.6,3.06,5
0.32,145,34,0.9981,0.35,9.2,0.23,0.037,9.7,10.7,3.09,5
0.41,133,42,0.99076,0.37,5.2,0.34,0.031,12.5,6.2,3.25,6
0.52,176,45,0.99472,0.33,6.7,0.23,0.048,10.1,8.1,3.11,6
0.31,147,22,0.99024,0.31,6.5,0.4,0.046,12,3.5,3.15,7
0.56,85,16,0.9906,0.35,6.8,0.28,0.042,12.4,2.3,3.19,6
0.5,120,28,0.99403,0.18,5.9,0.22,0.041,9.9,6.4,3.27,5
0.38,156,37,0.9958,0.49,7.6,0.52,0.034,11.8,14,3.14,7
0.49,179,45,0.99583,0.4,6.8,0.26,0.046,9.3,7.5,3.2,5
0.52,87,32,0.99175,0.28,6.4,0.13,0.045,11.2,0.9,3.47,6
0.35,156,60,0.992,0.37,7.3,0.23,0.032,11.1,1.8,3.11,6
0.5,139,20,0.99836,0.23,7.6,0.31,0.054,9.7,12.7,3.16,4
0.58,113,49,0.98966,0.25,5.7,0.39,0.033,13.1,4.9,3.26,7
0.43,194,50,0.99591,0.18,6,0.26,0.055,9,7,3.21,5
0.34,72,6,0.9902,0.37,5.6,0.35,0.038,11.4,1,3.37,5
0.47,189,44,0.99304,0.29,6.3,0.19,0.042,10.3,5.5,3.19,6
0.49,191,25,0.9922,0.45,5.5,0.32,0.028,11.5,4.9,3.51,7
0.37,111,23,0.98961,0.34,6,0.23,0.025,12.7,1.3,3.36,6
0.4,135,42,0.9906,0.39,6.2,0.25,0.051,11.1,1.3,3.23,6
0.47,154,45,0.99568,0.4,7.2,0.32,0.038,10.4,8.7,3.2,6
0.55,114,31,0.99226,0.18,6.8,0.16,0.046,10.8,1.8,3.27,6
0.39,170,57,0.9972,0.3,5.9,0.23,0.054,9.4,12.9,3.28,5
0.28,131,10,0.9905,0.07,6.4,0.45,0.03,10.8,1.1,2.97,5
0.45,131,47,0.9946,0.3,6.6,0.13,0.058,10.3,4.9,3.51,6
0.49,90,24,0.9963,0.32,6.4,0.18,0.052,9.4,9.6,3.35,6
0.41,148,32,0.9936,0.49,8.1,0.28,0.04,10,1,3.13,6
0.58,162,34,0.9966,0.49,7.8,0.4,0.06,11.3,7.8,3.26,6
0.38,186,42,0.9931,0.49,7.7,0.35,0.033,12.4,8.65,3.14,8
0.64,178,36,0.9931,0.48,7.7,0.29,0.049,10.6,2.3,3.17,6
0.48,196,52,0.9955,0.45,6.4,0.27,0.05,9.5,8.3,3.18,5
0.37,169,16,0.9957,0.49,6.5,0.44,0.045,8.7,7.7,3.11,6
0.27,130,27,0.99,0.26,6.8,0.52,0.038,13,5.7,3.11,7
0.4,66,16,0.9937,0.32,7.1,0.32,0.038,11.5,11,3.24,3
0.47,80,18,0.99043,0.32,6.3,0.19,0.046,11.05,2.8,2.92,6
0.49,125,33,0.99152,0.3,6.4,0.17,0.034,10.4,2.8,3.03,6
0.43,77,20,0.9927,0.34,6.3,0.31,0.045,10.2,2.2,3.3,5
0.41,166,44,0.9961,0.25,6.3,0.26,0.058,9,7.8,3.24,5
0.29,68,18,0.98981,0.31,6.3,0.34,0.02,13.4,6,3.22,7
0.4,124,40,0.99114,0.18,5,0.33,0.032,11,4.6,3.18,6
0.52,145,13,0.99214,0.36,6.9,0.34,0.032,9.8,1.4,3.07,5
0.46,223,77.5,0.9944,0.46,9.6,0.29,0.039,9.5,1.45,2.92,6
0.45,149,37,0.9954,0.41,7.8,0.25,0.042,10,3.7,3.36,6
0.32,100,31,0.9911,0.29,8.2,0.42,0.03,12.8,4.1,3,7
0.42,198,48,0.9979,0.42,7.4,0.24,0.066,8.9,14,2.89,6
0.52,191,29,0.9908,0.35,6.9,0.25,0.039,11,1.3,3.13,6
0.57,169,51,0.9954,0.41,6.6,0.19,0.046,9.8,8.9,3.14,6
0.56,102,16,0.99067,0.29,5.5,0.31,0.027,11.2,3,3.23,6
0.43,143,46,0.9924,0.26,6.9,0.33,0.027,11.2,5,3.25,7
0.51,85,15,0.99,0.33,6.6,0.42,0.034,13.4,2.8,3.28,6
0.45,122,37,0.99662,0.32,6.7,0.24,0.079,8.8,10.3,3.02,5
0.66,105,26,0.994,0.27,7.4,0.18,0.048,10.6,1.3,3.52,6
0.6,151,41,0.99604,0.24,6.4,0.38,0.047,9.2,7.2,3.11,5
0.5,216,67,0.99596,0.55,6.3,0.24,0.04,9.2,8.1,3.24,5
0.68,178,58,0.9941,0.31,7.4,0.26,0.043,10.6,2.4,3.42,6
0.38,115,31,0.99564,0.16,5.4,0.205,0.051,10.8,12.55,3.4,6
0.56,187,38,0.99486,0.27,6.2,0.345,0.056,10.6,10.1,3.31,5
0.39,85,14,0.9932,0.3,6.3,0.36,0.049,10.6,4.8,3.28,5
0.51,119,12,0.9919,0.28,6.4,0.31,0.037,10.4,1.5,3.32,7
0.34,75,3,0.9904,0.38,5.8,0.36,0.037,11.4,0.9,3.28,4
0.76,76,32,0.9914,0.27,6.5,0.13,0.035,11.3333333333333,2.6,3.21,6
0.37,192,35,0.9955,0.38,6.4,0.3,0.046,9,7.8,3.1,5
0.6,172,31,0.9964,0.34,6.7,0.47,0.043,9.2,8.9,3.22,5
0.58,98,29,0.99024,0.28,6.4,0.25,0.03,12.8,4.9,3.09,7
0.4,172,46,0.9966,0.33,8.8,0.34,0.036,10.2,9.7,3.08,5
0.38,184,19,0.9956,0.49,6.6,0.46,0.052,9,7.4,3.11,5
0.39,212,65,0.9955,0.16,6.9,0.29,0.034,9,6.8,3.08,6
0.62,157,28,0.9946,0.65,7.3,0.18,0.046,9.4,1.4,3.33,6
0.58,147,45,0.9935,0.39,6.7,0.26,0.04,9.6,1.1,3.32,8
0.47,169,23,0.99267,0.54,6.9,0.52,0.036,12.2,7.9,3.26,6
0.59,193,41,0.99223,0.52,6.5,0.29,0.034,10.4,1.7,3.25,6
0.38,160,53,0.99276,0.31,7.5,0.18,0.029,10.9,6.5,3.03,6
0.74,189,26,0.991,0.24,7.8,0.2,0.026,12.1,1.6,3.08,7
0.5,117,20,0.99048,0.33,7,0.29,0.041,11.4,0.9,3.21,5
0.39,107,27,0.99,0.34,7,0.24,0.031,11.9,1.4,3.06,6
0.51,87,21,0.9934,0.04,5.9,0.36,0.046,10.2,5.7,3.22,5
0.38,71,14,0.98912,0.39,6.7,0.19,0.032,13,1,3.31,7
0.49,174,28,0.99898,0.23,7.5,0.41,0.054,9.7,14.8,3.18,5
0.52,64,11,0.9922,0.13,5.9,0.415,0.04,10.5,1.4,3.29,5
0.4,44,10,0.99125,0.15,5.2,0.405,0.038,11.6,1.45,3.52,4
0.59,110,30,0.99164,0.43,6.8,0.28,0.03,12.5,7.6,3.08,8
0.46,144,29,0.99474,0.29,6.1,0.16,0.03,10.7,6,3.68,6
0.48,143,12,0.9918,0.29,7.3,0.18,0.044,11.3,1.2,3.2,7
0.6,116,43,0.99326,0.28,6.9,0.22,0.05,11.5,7.8,3.22,8
0.52,90,12,0.99008,0.32,5.1,0.11,0.028,12.2,1.6,3.57,6
0.46,98,13,0.99345,0.21,6.2,0.47,0.044,9.2,1,3.14,5
0.38,173,59,0.998,0.33,6.9,0.26,0.051,9.9,12.6,3.39,5
0.54,165,47,0.9936,0.6,7.6,0.21,0.046,10.1,2.1,3.05,7
0.49,122,15,0.9979,0.41,8.3,0.4,0.05,9.3,8.2,3.39,5
1.08,121,45,0.99168,0.28,6.2,0.21,0.028,12.15,5.7,3.21,7
0.38,96,15,0.994,0.16,6.9,0.32,0.051,9.5,1.4,3.22,4
0.38,144,21,0.9923,0.24,7,0.35,0.04,11,1.9,3.35,5
0.52,152,28,0.9968,0.33,6.9,0.41,0.043,9.4,10.1,3.2,5
0.46,170,44,1,0.4,7.5,0.305,0.059,9,18.9,2.99,5
0.47,152,26,0.99346,0.39,6.7,0.22,0.049,10,1.2,3.5,6
0.7,119,10,0.9913,0.44,7.6,0.21,0.036,12.8,1.9,3.01,6
0.45,194,48,0.9974,0.5,6.8,0.29,0.053,9.4,13.3,3.09,5
0.35,72,18,0.9926,0.28,8.8,0.2,0.018,10.4,1.1,2.97,5
0.65,201,46,0.9938,0.37,6.8,0.44,0.047,10.5,5.1,3.08,4
0.45,117,28,0.9918,0.49,5.6,0.185,0.03,10.3,1.1,3.55,6
0.5,206,63,0.99553,0.36,6.7,0.25,0.037,9.6,8.6,3.18,5
0.43,184,22,0.9938,0.37,7.5,0.32,0.048,9.3,1.2,3.09,5
0.66,114,41,0.99155,0.31,6.4,0.24,0.038,11.7,2.8,3.37,7
0.38,112,22,0.99,0.36,7,0.24,0.034,12.6,2.8,3.19,8
0.46,212.5,53,0.999,0.3,7.6,0.2,0.056,8.9,14.2,3.14,8
0.77,139,32,0.9972,0.45,8.3,0.28,0.059,11.2,7.8,3.33,6
0.4,183,50,0.9987,0.33,7.2,0.23,0.049,9.8,12.7,3.41,5
0.39,124,47,0.99278,0.32,7.8,0.19,0.015,11,7.4,2.99,6
0.8,91,14,0.99488,0.4,7.6,0.23,0.066,9.7,5.2,3.17,5
0.46,133,35,0.99466,0.21,7.3,0.21,0.046,10,1.6,3.38,6
0.68,210,67,0.99907,0.26,7.4,0.33,0.049,9.5,15.6,3.06,5
0.68,176,41,0.995,0.32,6.4,0.25,0.049,9.2,5.5,3.19,6
0.39,142,37,0.997,0.08,5.2,0.365,0.041,9.9,13.5,3.46,6
0.35,102,26,0.992,0.07,5.3,0.395,0.035,10.6,1.3,3.5,6
0.44,177,55,0.9983,0.34,6.5,0.22,0.053,9.9,12,3.52,6
0.57,173,58,0.99882,0.41,6.2,0.33,0.037,9.4,16.8,3.25,6
0.36,83,30,0.98867,0.3,6.7,0.31,0.038,12.8,2.4,3.09,7
0.34,107,26,0.9918,0.5,9,0.24,0.048,12.4,1.2,3.21,6
0.36,85,15,0.99406,0.27,8,0.25,0.036,11.2,9.7,2.99,6
0.38,86,12,0.9934,0.26,7.1,0.28,0.049,9.4,1.9,3.15,5
0.72,195,38,0.9908,0.37,6.8,0.22,0.036,12.5,1.7,3.35,6
0.37,207,52,0.99587,0.26,7.3,0.25,0.048,9.2,7.2,3.12,5
0.46,132,39,0.99182,0.28,6.6,0.24,0.028,11.4,1.8,3.34,5
0.45,205,57,0.99748,0.28,7.6,0.48,0.049,9.3,10.4,3.24,5
0.62,150,66,0.9924,0.24,6,0.26,0.053,10.4,1.3,3.21,6
0.43,135,45,0.9924,0.27,6.1,0.17,0.056,10.2,1.5,3.2,6
0.39,127,47,0.99368,0.3,6,0.21,0.036,10.6,8.7,3.18,5
0.51,113,32,0.9924,0.27,6,0.27,0.046,10.5,1.6,3.41,7
0.48,157,38,0.9963,0.3,7.4,0.26,0.049,8.9,7.9,3.13,6
0.46,157,40,0.9938,0.26,7.6,0.31,0.073,9.8,1.7,3.1,5
0.36,69,31,0.9892,0.23,7.4,0.36,0.017,12.5,1.9,2.93,6
0.54,141,43,0.9934,0.25,7.4,0.23,0.049,10.2,1.4,3.42,7
0.7,121,6,0.993,0.24,6.9,0.25,0.053,11.4,1.8,3.23,5
0.54,170,40,0.9938,0.27,6,0.24,0.048,10,1.9,3.64,7
0.49,193,32,0.99624,0.42,7.1,0.38,0.041,10,11.8,3.04,6
0.57,149,34,0.9944,0.07,5.3,0.58,0.043,9.7,6.9,3.34,5
0.53,127,38,0.9974,0.5,6.7,0.3,0.045,8.9,12.1,3.04,6
0.47,138,58,0.9893,0.26,6.7,0.34,0.038,12.2,1.9,3,7
0.74,143,8,0.9942,0.26,7.9,0.19,0.039,9.8,2.1,3.05,5
0.47,194,39,0.9982,0.29,7.7,0.24,0.044,9.6,15.3,3.06,7
0.52,111,26,0.9956,0.27,7.1,0.21,0.056,9.5,8.6,2.95,5
0.72,117,40,0.99111,0.35,6.8,0.14,0.047,11.1,1.5,3.07,6
0.59,171,60,0.999,0.35,7.1,0.23,0.04,9.1,16.5,3.16,6
0.49,191,55,0.9959,0.16,6.4,0.3,0.05,9,7.5,3.17,5
0.48,128,39,0.9938,0.49,7,0.2,0.038,10.8,5.9,3.21,6
0.43,202,54,0.9961,0.25,6.7,0.27,0.053,9.3,8,3.22,5
0.47,146,37,0.9963,0.27,6.6,0.32,0.041,10,10.9,3.24,5
0.52,138,21,0.99176,0.39,7.9,0.21,0.057,10.9,2,3.05,5
0.67,169,47,1.00047,0.56,8.5,0.19,0.055,9.3,17.3,3.07,6
0.43,142,29,0.99205,0.42,7.3,0.28,0.033,10.7,1.2,3.17,4
0.5,143,30,0.9966,0.27,8.4,0.2,0.048,9.1,6.3,3.25,6
0.48,220,24,0.9993,0.38,8,0.61,0.301,9.2,12.1,2.94,5
0.43,141,54,0.9956,0.32,7,0.14,0.039,9.4,9,3.22,6
0.49,124,27,0.9903,0.24,6.4,0.26,0.04,12.6,6.4,3.22,7
0.49,67,13,0.9915,0.29,6.6,0.26,0.039,10.9,1.4,3.05,6
0.43,73,7,0.99152,0.31,5.8,0.15,0.036,11.9,5.9,3.2,6
0.43,130,37,0.99946,0.36,6.2,0.23,0.039,8.8,17.2,3.23,6
0.46,142,40,0.9975,0.56,6.9,0.4,0.043,8.7,11.2,3.14,5
0.46,124,35,0.99347,0.15,6,0.26,0.053,8.8,1.2,3.08,5
0.39,143,41,0.9932,0.38,8.6,0.16,0.04,10.2,3.4,2.95,6
0.49,125,35,0.9925,0.42,8.6,0.2,0.041,11.4,1.5,3.11,7
0.54,125,36,0.9967,0.32,7.1,0.18,0.048,9.4,12.2,2.92,6
